"ID","trial","condition","inclusion","inclusion2","item","style","instruction","question","DT_confidence","DT_confidenceRT"
1,42,"Polygraph",1,1,"18","Indirect","TRUTH","Was the last country you visited Australia?",0.323148148148148,2.03243179433048
1,43,"Polygraph",1,1,"7","Direct","LIE","What is your favourite sport?",0.349074074074074,2.59941427980084
1,44,"Polygraph",1,1,"1","Direct","TRUTH","Which primary school are you from?",0.498148148148148,2.21706615062431
1,45,"Polygraph",1,1,"23","Direct","TRUTH","What course are you studying?",0.486111111111111,2.40013788070064
1,46,"Polygraph",1,1,"7","Indirect","TRUTH","Is your favourite sport Kayaking?",0.381481481481481,7.36677736474667
1,47,"Polygraph",1,1,"2","Indirect","TRUTH","Are you from Serangoon Secondary School?",0.689814814814815,8.18235570006073
1,48,"Polygraph",1,1,"27","Indirect","LIE","Do you drink alcohol rarely?",0.412037037037037,3.76801912498195
1,49,"Polygraph",1,1,"23","Indirect","LIE","Are you studying Sociology course in NTU?",0.337037037037037,2.55196029238869
1,50,"Polygraph",1,1,"19","Indirect","LIE","Is the Canberra station the closest MRT to your house?",0.37037037037037,1.90010932926089
1,51,"Polygraph",1,1,"30","Direct","TRUTH","What brand of laptop do you mainly use?",0.519444444444444,1.43095379555598
1,52,"Polygraph",1,1,"22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.503703703703704,2.25247306225356
1,53,"Polygraph",0,0,"21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.330555555555556,2.38344687584322
1,54,"Polygraph",1,1,"6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.5,2.56784319714643
1,55,"Polygraph",1,1,"26","Direct","TRUTH","How often do you smoke?",0.839814814814815,6.18267938925419
1,56,"Polygraph",1,1,"10","Indirect","TRUTH","Do you hate eating cheese the most?",0.769444444444444,4.333312908886
1,57,"Polygraph",1,1,"14","Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.518518518518518,2.63359284074977
1,58,"Polygraph",1,1,"28","Indirect","LIE","Is your religion Catholicism?",0.400925925925926,2.70035750162788
1,59,"Polygraph",1,1,"16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.790740740740741,3.18628841114696
1,60,"Polygraph",1,1,"16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.366666666666667,2.91610643954482
1,61,"Polygraph",1,1,"26","Indirect","LIE","Do you not smoke at all?",0.353703703703704,3.36706672806758
1,62,"Polygraph",1,1,"6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",0.54537037037037,2.66814096551389
1,63,"Polygraph",1,1,"22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.477777777777778,1.78118162904866
1,64,"Polygraph",1,1,"20","Direct","LIE","Which floor of the building is your house on?",0.356481481481482,2.98295707534999
1,65,"Polygraph",1,1,"29","Indirect","LIE","Do you use a Samsung phone?",0.302777777777778,2.56633863598108
1,66,"Polygraph",0,0,"27","Direct","TRUTH","How frequently do you drink alcohol?",0.550925925925926,3.26617387204897
1,67,"Polygraph",1,1,"20","Indirect","TRUTH","Is your house on the 12th floor of the building?",0.656481481481481,2.43408610578626
1,68,"Polygraph",1,1,"2","Indirect","LIE","Are you from Nanyang Girls' High School?",0.537037037037037,2.48444078455213
1,69,"Polygraph",1,1,"15","Direct","TRUTH","Which polytechnic or junior college are you from?",0.701851851851852,2.74900070193689
1,70,"Polygraph",1,1,"28","Indirect","TRUTH","Is your religion a free-thinker?",0.675925925925926,2.53317028039601
1,71,"Polygraph",1,1,"10","Direct","LIE","What food do you hate the most?",0.689814814814815,3.93361260206439
1,72,"Polygraph",1,1,"17","Direct","LIE","Where did you celebrate your 21st birthday?",0.27037037037037,4.53323411999736
1,73,"Polygraph",1,1,"19","Indirect","TRUTH","Is the Bedok station the closest MRT to your house?",0.672222222222222,2.03415802959353
1,74,"Polygraph",1,1,"29","Indirect","TRUTH","Do you use a Xiaomi phone?",0.689814814814815,2.56729205942247
1,75,"Polygraph",1,1,"14","Indirect","TRUTH","Is your favourite flavour Chocolate?",0.705555555555555,1.9648022511974
1,76,"Polygraph",1,1,"15","Direct","LIE","Which polytechnic or junior college are you from?",0.538888888888889,2.66706275008619
1,77,"Polygraph",1,1,"17","Indirect","TRUTH","Did you not celebrate your 21st birthday?",0.426851851851852,4.71626254182775
1,78,"Polygraph",1,1,"18","Direct","LIE","What was the last country you visited?",0.686111111111111,3.15060721396003
1,79,"Polygraph",1,1,"21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.637962962962963,0.948553632362746
1,80,"Polygraph",1,1,"1","Direct","LIE","Which primary school are you from?",0.351851851851852,3.68275991047267
2,1,"Social",1,0,"6","Indirect","LIE","Were you in the Swimming CCA during secondary school?",0.525925925925926,7.80206647794694
2,2,"Social",1,1,"21","Indirect","TRUTH","Are you from School of Humanities in NTU?",0.996296296296296,7.26935494411737
2,3,"Social",1,1,"29","Direct","TRUTH","What brand of handphone do you use?",0.996296296296296,3.61689477832988
2,4,"Social",1,1,"22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0,8.76632047863677
2,5,"Social",1,1,"5","Direct","LIE","What is your favourite country you visited? ",0.218518518518519,4.79996265866794
2,6,"Social",1,1,"7","Indirect","TRUTH","Is your favourite sport Netball?",0.860185185185185,3.0993507609237
2,7,"Social",1,1,"30","Direct","TRUTH","What brand of laptop do you mainly use?",0.999074074074074,2.25043885712512
2,8,"Social",1,1,"15","Indirect","LIE","Are you from National Junior College?",0.160185185185185,4.68385609099641
2,9,"Social",1,1,"10","Direct","TRUTH","What food do you hate the most?",0.900925925925926,3.95008963206783
2,10,"Social",0,0,"23","Direct","LIE","What course are you studying?",0.486111111111111,2.34998145746067
2,11,"Social",1,1,"10","Direct","LIE","What food do you hate the most?",0.110185185185185,4.28387957345694
2,12,"Social",1,1,"30","Indirect","LIE","Do you use a Dell laptop?",0.0703703703703704,4.18384165479802
2,13,"Social",1,1,"18","Direct","TRUTH","What was the last country you visited?",0.925925925925926,2.43343551945873
2,14,"Social",1,1,"16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.89537037037037,2.43564135371707
2,15,"Social",1,1,"7","Direct","LIE","What is your favourite sport?",0.0833333333333333,2.30041498946957
2,16,"Social",1,1,"2","Direct","TRUTH","Which secondary school did you attend?",0.897222222222222,1.81495950836688
2,17,"Social",1,1,"19","Direct","TRUTH","Which MRT station is closest to your house?",0.897222222222222,2.16542730177753
2,18,"Social",1,1,"27","Direct","TRUTH","How frequently do you drink alcohol?",0.982407407407407,1.64843345992267
2,19,"Social",1,1,"27","Direct","LIE","How frequently do you drink alcohol?",0.00555555555555554,3.73497716523707
2,20,"Social",1,1,"20","Indirect","LIE","Is your house on the 16 floor of the building?",0.0175925925925926,4.99944501277059
2,21,"Social",1,1,"22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.986111111111111,4.66636532661505
2,22,"Social",1,1,"15","Indirect","TRUTH","Are you from Nanyang polytechnic?",0.993518518518518,4.55098216724582
2,23,"Social",1,1,"5","Indirect","TRUTH","Is your favourite country Korea?",1,3.76600641338155
2,24,"Social",1,1,"2","Direct","LIE","Which secondary school did you attend?",0.0574074074074074,1.83143910462968
2,25,"Social",1,1,"28","Direct","LIE","What religion do you practice?",0.0388888888888889,3.67039748630486
2,26,"Social",1,1,"1","Direct","TRUTH","Which primary school are you from?",0.968518518518519,1.49873154889792
2,27,"Social",1,1,"13","Indirect","LIE","Is your dream job a Scientist when you were growing up?",0.0425925925925926,2.46688842633739
2,28,"Social",1,1,"1","Indirect","LIE","Are you from Edgefield Primary School?",0.000925925925925941,2.96709149400704
2,29,"Social",1,1,"20","Indirect","TRUTH","Is your house on the 5 floor of the building?",0.962037037037037,1.0490291249007
2,30,"Social",1,1,"28","Indirect","TRUTH","Is your religion Christianity?",0.962037037037037,2.03534531756304
2,31,"Social",1,1,"19","Indirect","LIE","Is the Cityhall station the closest MRT to your house?",0.05,2.26747953612357
2,32,"Social",1,1,"18","Direct","LIE","What was the last country you visited?",0.05,2.00298185413703
2,33,"Social",1,1,"21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.05,1.26600448880345
2,34,"Social",1,0,"23","Indirect","TRUTH","Are you studying Business course in NTU?",0.95462962962963,2.51760015753098
2,35,"Social",1,1,"3","Indirect","TRUTH","Is Yilin your closest friend back in secondary school?",0.958333333333333,2.03354658116587
2,36,"Social",1,1,"13","Direct","TRUTH","What is your dream job growing up?",0.947222222222222,1.94985961704515
2,37,"Social",1,1,"29","Indirect","LIE","Do you use a Huawei phone?",0.0555555555555556,2.7834564356599
2,38,"Social",1,1,"3","Direct","LIE","Who is your closest friend back in secondary school?",0.0620370370370371,6.66573206358589
2,39,"Social",1,1,"6","Indirect","TRUTH","Were you in the Taekwondo CCA during secondary school?",0.961111111111111,2.5349472023081
2,40,"Social",1,1,"16","Indirect","TRUTH","Do you have 4 siblings?",0.961111111111111,0.981426208512858
2,41,"Polygraph",0,0,"10","Indirect","TRUTH","Do you hate eating Pancakes the most?",0.977777777777778,3.26819107495248
2,42,"Polygraph",0,0,"22","Indirect","LIE","Are you in your 1st year in NTU?",0.0231481481481481,2.56715507688932
2,43,"Polygraph",0,0,"3","Indirect","LIE","Is Joel your closest friend back in secondary school?",0.0611111111111111,4.36914873262867
2,44,"Polygraph",0,0,"7","Direct","TRUTH","What is your favourite sport?",0.951851851851852,2.56827820464969
2,45,"Polygraph",0,0,"20","Direct","TRUTH","Which floor of the building is your house on?",0.951851851851852,4.06708578392863
2,46,"Polygraph",0,0,"22","Indirect","TRUTH","Are you in your 3rd year in NTU?",0.951851851851852,1.54960624780506
2,47,"Polygraph",0,0,"21","Indirect","LIE","Are you from School of Physical and Mathematical Sciences in NTU?",0.037962962962963,2.05005119997077
2,48,"Polygraph",0,0,"19","Indirect","TRUTH","Is the Punggol station the closest MRT to your house?",0.934259259259259,2.45205229846761
2,49,"Polygraph",0,0,"15","Direct","TRUTH","Which polytechnic or junior college are you from?",0.922222222222222,1.76626465911977
2,50,"Polygraph",0,0,"18","Indirect","TRUTH","Was the last country you visited Taiwan?",0.92962962962963,6.90213391045108
2,51,"Polygraph",0,0,"20","Direct","LIE","Which floor of the building is your house on?",0.0240740740740741,18.3837898129132
2,52,"Polygraph",0,0,"3","Direct","TRUTH","Who is your closest friend back in secondary school?",0.528703703703704,7.70146587234922
2,53,"Polygraph",1,0,"13","Direct","LIE","What is your dream job growing up?",0.0722222222222222,2.56590555352159
2,54,"Polygraph",1,1,"15","Direct","LIE","Which polytechnic or junior college are you from?",0.0722222222222222,2.03599590412341
2,55,"Polygraph",1,1,"6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.0722222222222222,1.63337597856298
2,56,"Polygraph",1,1,"10","Indirect","LIE","Do you hate eating Ramen the most?",0.0722222222222222,1.9159008054994
2,57,"Polygraph",1,1,"29","Direct","LIE","What brand of handphone do you use?",0.0722222222222222,1.63323065522127
2,58,"Polygraph",1,1,"2","Indirect","TRUTH","Are you from Edgefield Secondary School?",0.938888888888889,3.15318966982886
2,59,"Polygraph",1,1,"27","Indirect","TRUTH","Do you not drink alcohol at all?",0.963888888888889,5.60213788831607
2,60,"Polygraph",1,1,"5","Direct","TRUTH","What is your favourite country you visited? ",0.984259259259259,1.48182368208654
2,61,"Polygraph",1,1,"13","Indirect","TRUTH","Is your dream job a Teacher when you were growing up?",0.986111111111111,1.86494269827381
2,62,"Polygraph",1,0,"23","Direct","TRUTH","What course are you studying?",0.987037037037037,1.51498690503649
2,63,"Polygraph",1,1,"21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.986111111111111,3.88349660020322
2,64,"Polygraph",1,1,"18","Indirect","LIE","Was the last country you visited Japan?",0.107407407407407,2.03337816009298
2,65,"Polygraph",1,1,"5","Indirect","LIE","Is your favourite country Italy?",0.106481481481481,1.83182502957061
2,66,"Polygraph",1,1,"2","Indirect","LIE","Are you from Serangoon Secondary School?",0.106481481481481,1.73364647873677
2,67,"Polygraph",1,1,"1","Direct","LIE","Which primary school are you from?",0.106481481481481,1.4150628708303
2,68,"Polygraph",1,1,"30","Direct","LIE","What brand of laptop do you mainly use?",0.106481481481481,3.76782119018026
2,69,"Polygraph",1,1,"7","Indirect","LIE","Is your favourite sport Tennis?",0.0203703703703704,2.5674338536337
2,70,"Polygraph",1,1,"27","Indirect","LIE","Do you drink alcohol socially?",0.0203703703703704,1.64917739969678
2,71,"Polygraph",1,1,"28","Indirect","LIE","Is your religion Buddhism?",0.0203703703703704,1.54867143067531
2,72,"Polygraph",1,1,"23","Indirect","LIE","Are you studying Chemistry and Biological Chemistry in NTU?",0.0203703703703704,1.33354388643056
2,73,"Polygraph",1,1,"6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",0.95462962962963,1.98171781748533
2,74,"Polygraph",1,1,"16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.95462962962963,1.46590003557503
2,75,"Polygraph",1,1,"29","Indirect","TRUTH","Do you use a Samsung phone?",0.948148148148148,2.2004591957666
2,76,"Polygraph",1,1,"30","Indirect","TRUTH","Do you use an Apple laptop?",0.869444444444444,5.85024194885045
2,77,"Polygraph",1,1,"16","Indirect","LIE","Do you have 2 siblings?",0.0453703703703704,1.98402855382301
2,78,"Polygraph",1,1,"19","Direct","LIE","Which MRT station is closest to your house?",0.0425925925925926,1.7824542503804
2,79,"Polygraph",1,1,"1","Indirect","TRUTH","Are you from Woodlands Primary School?",0.955555555555555,2.10013448027894
2,80,"Polygraph",1,1,"28","Direct","TRUTH","What religion do you practice?",0.950925925925926,1.56668542302214
3,1,"Social",1,1,"20","Direct","LIE","Which floor of the building is your house on?",NA,NA
3,2,"Social",1,1,"6","Indirect","TRUTH","Were you in the Netball CCA during secondary school?",NA,NA
3,3,"Social",1,1,"29","Direct","TRUTH","What brand of handphone do you use?",NA,NA
3,4,"Social",0,0,"24","Direct","TRUTH","How old is your mum? (Eg. 45, 52)",NA,NA
3,5,"Social",1,1,"19","Direct","TRUTH","Which MRT station is closest to your house?",NA,NA
3,6,"Social",1,1,"30","Direct","LIE","What brand of laptop do you mainly use?",NA,NA
3,7,"Social",1,1,"1","Direct","LIE","Which primary school are you from?",NA,NA
3,8,"Social",1,1,"26","Indirect","TRUTH","Do you smoke regularly?",NA,NA
3,9,"Social",0,0,"14","Indirect","TRUTH","Is your favourite flavour Strawberry?",NA,NA
3,10,"Social",0,0,"14","Indirect","LIE","Is your favourite flavour Chocolate?",NA,NA
3,11,"Social",1,1,"2","Direct","TRUTH","Which secondary school did you attend?",NA,NA
3,12,"Social",1,1,"25","Direct","TRUTH","How old is your dad? (Eg. 45, 52)",NA,NA
3,13,"Social",1,0,"4","Indirect","LIE","Is Mrs Leong your favourite teacher in secondary school?",NA,NA
3,14,"Social",1,1,"23","Indirect","LIE","Are you studying Business course in NTU?",NA,NA
3,15,"Social",1,1,"26","Indirect","LIE","Do you not smoke at all? ",NA,NA
3,16,"Social",1,1,"1","Indirect","TRUTH","Are you from Canberra Primary School?",NA,NA
3,17,"Social",1,0,"15","Indirect","TRUTH","Are you from Temasek Polytechnic?",NA,NA
3,18,"Social",1,0,"28","Indirect","TRUTH","Is your religion Buddhism?",NA,NA
3,19,"Social",1,1,"15","Direct","LIE","Which polytechnic or junior college are you from?",NA,NA
3,20,"Social",1,1,"22","Indirect","TRUTH","Are you in your 3rd year in NTU?",NA,NA
3,21,"Social",1,1,"25","Indirect","LIE","Is your dad 49 years old this year?",NA,NA
3,22,"Social",1,1,"17","Indirect","TRUTH","Did you celebrate your 21st birthday at home?",NA,NA
3,23,"Social",1,1,"28","Direct","LIE","What religion do you practice?",NA,NA
3,24,"Social",1,1,"4","Direct","TRUTH","Who is your favourite teacher in secondary school?",NA,NA
3,25,"Social",1,1,"22","Indirect","LIE","Are you in your 1st year in NTU?",NA,NA
3,26,"Social",1,1,"24","Indirect","LIE","Is your mum 42 years old this year?",NA,NA
3,27,"Social",1,1,"20","Indirect","TRUTH","Is your house on the 6th floor of the building?",NA,NA
3,28,"Social",1,1,"16","Indirect","LIE","Do you have 3 siblings?",NA,NA
3,29,"Social",1,1,"17","Direct","LIE","Where did you celebrate your 21st birthday?",NA,NA
3,30,"Social",1,0,"18","Indirect","TRUTH","Was the last country you visited Australia?",NA,NA
3,31,"Social",1,1,"16","Indirect","TRUTH","Do you have 0 siblings?",NA,NA
3,32,"Social",1,1,"12","Direct","TRUTH","What was your favourite subject back in secondary school?",NA,NA
3,33,"Social",1,1,"2","Indirect","LIE","Are you from Naval Base Secondary School?",NA,NA
3,34,"Social",1,1,"19","Direct","LIE","Which MRT station is closest to your house?",NA,NA
3,35,"Social",1,1,"23","Indirect","TRUTH","Are you studying Materials Science and Engineering course in NTU?",NA,NA
3,36,"Social",1,0,"18","Direct","LIE","What was the last country you visited?",NA,NA
3,37,"Social",1,1,"30","Direct","TRUTH","What brand of laptop do you mainly use?",NA,NA
3,38,"Social",1,1,"6","Indirect","LIE","Were you in the NPCC CCA during secondary school?",NA,NA
3,39,"Social",1,1,"29","Direct","LIE","What brand of handphone do you use?",NA,NA
3,40,"Social",1,1,"12","Direct","LIE","What was your favourite subject back in secondary school?",NA,NA
3,41,"Polygraph",1,1,"2","Indirect","TRUTH","Are you from Anderson Secondary School?",NA,NA
3,42,"Polygraph",1,1,"29","Indirect","TRUTH","Do you use a Apple phone?",NA,NA
3,43,"Polygraph",1,1,"28","Direct","TRUTH","What religion do you practice?",NA,NA
3,44,"Polygraph",1,1,"23","Direct","TRUTH","What course are you studying?",NA,NA
3,45,"Polygraph",1,1,"14","Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",NA,NA
3,46,"Polygraph",1,1,"17","Indirect","LIE","Did you celebrate your 21st birthday at Marina Bay Sands?",NA,NA
3,47,"Polygraph",1,1,"12","Indirect","LIE","Was your favourite subject Chemistry back in secondary school?",NA,NA
3,48,"Polygraph",1,1,"14","Direct","TRUTH","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",NA,NA
3,49,"Polygraph",1,0,"25","Indirect","TRUTH","Is your dad 53 years old this year?",NA,NA
3,50,"Polygraph",1,1,"1","Direct","TRUTH","Which primary school are you from?",NA,NA
3,51,"Polygraph",0,0,"24","Indirect","TRUTH","Is your mum 51 years old this year?",NA,NA
3,52,"Polygraph",1,1,"15","Direct","TRUTH","Which polytechnic or junior college are you from?",NA,NA
3,53,"Polygraph",1,0,"18","Indirect","LIE","Was the last country you visited Bei Jing, China?",NA,NA
3,54,"Polygraph",1,1,"29","Indirect","LIE","Do you use a Xiaomi phone?",NA,NA
3,55,"Polygraph",1,1,"1","Indirect","LIE","Are you from Woodlands Primary School?",NA,NA
3,56,"Polygraph",1,1,"2","Direct","LIE","Which secondary school did you attend?",NA,NA
3,57,"Polygraph",1,1,"26","Direct","LIE","How often do you smoke?",NA,NA
3,58,"Polygraph",1,1,"19","Indirect","TRUTH","Is the Redhill station the closest MRT to your house?",NA,NA
3,59,"Polygraph",1,1,"6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",NA,NA
3,60,"Polygraph",1,1,"26","Direct","TRUTH","How often do you smoke?",NA,NA
3,61,"Polygraph",1,1,"22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",NA,NA
3,62,"Polygraph",1,1,"16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",NA,NA
3,63,"Polygraph",1,1,"12","Indirect","TRUTH","Was your favourite subject Social Studies back in secondary school?",NA,NA
3,64,"Polygraph",1,1,"23","Direct","LIE","What course are you studying?",NA,NA
3,65,"Polygraph",1,1,"4","Direct","LIE","Who is your favourite teacher in secondary school?",NA,NA
3,66,"Polygraph",1,1,"20","Indirect","LIE","Is your house on the 15th floor of the building?",NA,NA
3,67,"Polygraph",1,1,"22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",NA,NA
3,68,"Polygraph",1,1,"15","Indirect","LIE","Are you from Serangoon Junior College?",NA,NA
3,69,"Polygraph",1,1,"6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",NA,NA
3,70,"Polygraph",1,1,"4","Indirect","TRUTH","Is Mr Tan your favourite teacher in secondary school?",NA,NA
3,71,"Polygraph",1,1,"25","Direct","LIE","How old is your dad? (Eg. 45, 52)",NA,NA
3,72,"Polygraph",1,1,"16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",NA,NA
3,73,"Polygraph",1,1,"30","Indirect","LIE","Do you use a Dell laptop?",NA,NA
3,74,"Polygraph",1,1,"24","Direct","LIE","How old is your mum? (Eg. 45, 52)",NA,NA
3,75,"Polygraph",1,1,"28","Indirect","LIE","Is your religion Catholicism?",NA,NA
3,76,"Polygraph",1,1,"19","Indirect","LIE","Is the Seng Kang station the closest MRT to your house?",NA,NA
3,77,"Polygraph",1,0,"18","Direct","TRUTH","What was the last country you visited?",NA,NA
3,78,"Polygraph",1,1,"20","Direct","TRUTH","Which floor of the building is your house on?",NA,NA
3,79,"Polygraph",1,1,"17","Direct","TRUTH","Where did you celebrate your 21st birthday?",NA,NA
3,80,"Polygraph",1,1,"30","Indirect","TRUTH","Do you use a Lenovo laptop?",NA,NA
4,1,"Social",1,1,"2","Direct","LIE","Which secondary school did you attend?",NA,NA
4,2,"Social",1,1,"17","Direct","TRUTH","Where did you celebrate your 21st birthday?",1,6.56630912213586
4,3,"Social",1,1,"28","Direct","TRUTH","What religion do you practice?",0.886111111111111,2.75036667659879
4,4,"Social",1,1,"14","Indirect","TRUTH","Is your favourite flavour Spicy Cod Roe?",0.775,2.20025837374851
4,5,"Social",1,1,"7","Direct","TRUTH","What is your favourite sport?",0.811111111111111,2.88367368280888
4,6,"Social",1,1,"2","Direct","TRUTH","Which secondary school did you attend?",0.82962962962963,2.76704196236096
4,7,"Social",1,1,"21","Indirect","LIE","Are you from School of Engineering in NTU?",0.714814814814815,3.44961805338971
4,8,"Social",1,1,"14","Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.759259259259259,3.48396246880293
4,9,"Social",1,1,"22","Indirect","TRUTH","Are you in your 1st year in NTU?",0.759259259259259,0.798409335548058
4,10,"Social",1,1,"7","Indirect","LIE","Is your favourite sport Dance, Martial Arts?",0.711111111111111,1.66627806867473
4,11,"Social",1,1,"19","Indirect","LIE","Is the Woodlands station the closest MRT to your house?",0.786111111111111,4.9830860379152
4,12,"Social",1,1,"16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.673148148148148,4.19836050947197
4,13,"Social",1,1,"13","Indirect","LIE","Is your dream job a Scientist when you were growing up?",0.734259259259259,2.35000327206217
