"ID","trial","condition","Item","Phrasing","Answer","Question","interro_start","interro_stop","Confidence","ConfidenceRT","polyg_start","polyg_stop","RT"
1,77,"Polygraph","17","Indirect","TRUTH","Did you not celebrate your 21st birthday?",NA,NA,0.426851851851852,"4.716262541827746",2007.79164362245,2012.62482019048,4.83317656803411
1,78,"Polygraph","18","Direct","LIE","What was the last country you visited?",NA,NA,0.686111111111111,"3.150607213960029",2025.97345075116,2030.02296653262,4.04951578145847
1,79,"Polygraph","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",NA,NA,0.637962962962963,"0.9485536323627457",2042.20495395211,2046.30474453256,4.09979058045428
1,80,"Polygraph","1","Direct","LIE","Which primary school are you from?",NA,NA,0.351851851851852,"3.6827599104726687",2061.65307867224,2065.93610844132,4.28302976908162
2,1,"Interrogation","6","Indirect","LIE","Were you in the Swimming CCA during secondary school?",414.891985661583,421.207196357893,0.525925925925926,"7.802066477946937",NA,NA,6.3152106963098
2,2,"Interrogation","21","Indirect","TRUTH","Are you from School of Humanities in NTU?",444.705313250422,452.404078291263,0.996296296296296,"7.269354944117367",NA,NA,7.69876504084095
2,3,"Interrogation","29","Direct","TRUTH","What brand of handphone do you use?",477.53529142309,482.801355580799,0.996296296296296,"3.616894778329879",NA,NA,5.26606415770948
2,4,"Interrogation","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",506.065310786711,511.265142493881,0,"8.766320478636771",NA,NA,5.19983170717023
2,5,"Interrogation","5","Direct","LIE","What is your favourite country you visited? ",542.362102317857,548.061699518934,0.218518518518519,"4.799962658667937",NA,NA,5.69959720107727
2,6,"Interrogation","7","Indirect","TRUTH","Is your favourite sport Netball?",569.209369790973,576.858245316194,0.860185185185185,"3.0993507609236985",NA,NA,7.64887552522123
2,7,"Interrogation","30","Direct","TRUTH","What brand of laptop do you mainly use?",603.389195967698,607.622060010675,0.999074074074074,"2.2504388571251184",NA,NA,4.23286404297687
2,8,"Interrogation","15","Indirect","LIE","Are you from National Junior College?",628.77031638776,634.153154381551,0.160185185185185,"4.683856090996414",NA,NA,5.38283799379133
2,9,"Interrogation","10","Direct","TRUTH","What food do you hate the most?",666.132784740767,672.36589548015,0.900925925925926,"3.9500896320678294",NA,NA,6.23311073938385
2,10,"Interrogation","23","Direct","LIE","What course are you studying?",687.681162316818,689.880785502959,0.486111111111111,"2.3499814574606717",NA,NA,2.19962318614125
2,11,"Interrogation","10","Direct","LIE","What food do you hate the most?",732.042973988224,737.309301845264,0.110185185185185,"4.283879573456943",NA,NA,5.26632785703987
2,12,"Interrogation","30","Indirect","LIE","Do you use a Dell laptop?",757.324309922988,761.557193214074,0.0703703703703704,"4.183841654798016",NA,NA,4.23288329108618
2,13,"Interrogation","18","Direct","TRUTH","What was the last country you visited?",780.021776999114,784.68807976949,0.925925925925926,"2.433435519458726",NA,NA,4.66630277037621
2,14,"Interrogation","16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",801.119645013474,804.519348528236,0.89537037037037,"2.435641353717074",NA,NA,3.39970351476222
2,15,"Interrogation","7","Direct","LIE","What is your favourite sport?",830.067215387709,835.099512124434,0.0833333333333333,"2.300414989469573",NA,NA,5.03229673672467
2,16,"Interrogation","2","Direct","TRUTH","Which secondary school did you attend?",853.914421266876,858.447477983544,0.897222222222222,"1.8149595083668828",NA,NA,4.53305671666749
2,17,"Interrogation","19","Direct","TRUTH","Which MRT station is closest to your house?",870.979250850622,876.645621309988,0.897222222222222,"2.1654273017775267",NA,NA,5.66637045936659
2,18,"Interrogation","27","Direct","TRUTH","How frequently do you drink alcohol?",893.144027566072,896.80984817096,0.982407407407407,"1.6484334599226713",NA,NA,3.66582060488872
2,19,"Interrogation","27","Direct","LIE","How frequently do you drink alcohol?",916.491245956393,920.391176599078,0.00555555555555554,"3.734977165237069",NA,NA,3.89993064268492
2,20,"Interrogation","20","Indirect","LIE","Is your house on the 16 floor of the building?",951.505086315097,956.737139370525,0.0175925925925926,"4.999445012770593",NA,NA,5.23205305542797
2,21,"Interrogation","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",981.818507257383,986.317597463029,0.986111111111111,"4.66636532661505",NA,NA,4.49909020564519
2,22,"Interrogation","15","Indirect","TRUTH","Are you from Nanyang polytechnic?",1004.04912376171,1009.11563787633,0.993518518518518,"4.55098216724582",NA,NA,5.06651411461644
2,23,"Interrogation","5","Indirect","TRUTH","Is your favourite country Korea?",1029.11386737041,1034.44664486079,1,"3.7660064133815467",NA,NA,5.3327774903737
2,24,"Interrogation","2","Direct","LIE","Which secondary school did you attend?",1068.22658691113,1072.8592834312,0.0574074074074074,"1.8314391046296805",NA,NA,4.63269652007148
2,25,"Interrogation","28","Direct","LIE","What religion do you practice?",1105.2393269192,1108.90583724831,0.0388888888888889,"3.6703974863048643",NA,NA,3.66651032911614
2,26,"Interrogation","1","Direct","TRUTH","Which primary school are you from?",1126.43737977953,1132.37010632665,0.968518518518519,"1.498731548897922",NA,NA,5.932726547122
2,27,"Interrogation","13","Indirect","LIE","Is your dream job a Scientist when you were growing up?",1156.13437816408,1162.95056345663,0.0425925925925926,"2.466888426337391",NA,NA,6.81618529255502
2,28,"Interrogation","1","Indirect","LIE","Are you from Edgefield Primary School?",1181.99826446152,1189.19781610882,0.000925925925925941,"2.967091494007036",NA,NA,7.19955164729618
2,29,"Interrogation","20","Indirect","TRUTH","Is your house on the 5 floor of the building?",1208.27896552929,1214.97848060518,0.962037037037037,"1.0490291249006987",NA,NA,6.69951507588848
2,30,"Interrogation","28","Indirect","TRUTH","Is your religion Christianity?",1248.60856996756,1254.44128329773,0.962037037037037,"2.035345317563042",NA,NA,5.83271333016455
2,31,"Interrogation","19","Indirect","LIE","Is the Cityhall station the closest MRT to your house?",1271.60640840419,1277.60570135666,0.05,"2.267479536123574",NA,NA,5.99929295247421
2,32,"Interrogation","18","Direct","LIE","What was the last country you visited?",1298.93696786975,1303.13657597825,0.05,"2.0029818541370332",NA,NA,4.19960810849443
2,33,"Interrogation","21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",1333.26636699494,1338.16615199344,0.05,"1.2660044888034463",NA,NA,4.89978499850258
2,34,"Interrogation","23","Indirect","TRUTH","Are you studying Business course in NTU?",1362.63018528256,1369.86323924013,0.95462962962963,"2.5176001575309783",NA,NA,7.23305395757779
2,35,"Interrogation","3","Indirect","TRUTH","Is Yilin your closest friend back in secondary school?",1394.17774256808,1400.14320470905,0.958333333333333,"2.033546581165865",NA,NA,5.96546214097179
2,36,"Interrogation","13","Direct","TRUTH","What is your dream job growing up?",1423.8579309301,1430.02362866793,0.947222222222222,"1.9498596170451492",NA,NA,6.16569773782976
2,37,"Interrogation","29","Indirect","LIE","Do you use a Huawei phone?",1447.83835719898,1451.67149462923,0.0555555555555556,"2.7834564356599003",NA,NA,3.83313743025064
2,38,"Interrogation","3","Direct","LIE","Who is your closest friend back in secondary school?",1466.10311505129,1472.38642520132,0.0620370370370371,"6.665732063585892",NA,NA,6.28331015002914
2,39,"Interrogation","6","Indirect","TRUTH","Were you in the Taekwondo CCA during secondary school?",1497.43366842181,1502.63322648499,0.961111111111111,"2.5349472023081034",NA,NA,5.19955806317739
2,40,"Interrogation","16","Indirect","TRUTH","Do you have 4 siblings?",1520.09814294172,1526.01389361196,0.961111111111111,"0.9814262085128576",NA,NA,5.91575067024678
2,41,"Polygraph","10","Indirect","TRUTH","Do you hate eating Pancakes the most?",NA,NA,0.977777777777778,"3.268191074952483",1645.06869236007,1653.95136706554,8.88267470546998
2,42,"Polygraph","22","Indirect","LIE","Are you in your 1st year in NTU?",NA,NA,0.0231481481481481,"2.567155076889321",1668.88329096627,1677.74897503783,8.86568407155573
2,43,"Polygraph","3","Indirect","LIE","Is Joel your closest friend back in secondary school?",NA,NA,0.0611111111111111,"4.369148732628673",1692.79763299506,1701.67996123433,8.88232823926955
2,44,"Polygraph","7","Direct","TRUTH","What is your favourite sport?",NA,NA,0.951851851851852,"2.568278204649687",1718.19514735718,1727.01079915627,8.81565179908648
2,45,"Polygraph","20","Direct","TRUTH","Which floor of the building is your house on?",NA,NA,0.951851851851852,"4.067085783928633",1747.15885182424,1756.0248130688,8.86596124456264
2,46,"Polygraph","22","Indirect","TRUTH","Are you in your 3rd year in NTU?",NA,NA,0.951851851851852,"1.549606247805059",1768.75652318704,1777.60596056446,8.8494373774156
2,47,"Polygraph","21","Indirect","LIE","Are you from School of Physical and Mathematical Sciences in NTU?",NA,NA,0.037962962962963,"2.050051199970767",1790.55428931466,1799.40383961448,8.84955029981211
2,48,"Polygraph","19","Indirect","TRUTH","Is the Punggol station the closest MRT to your house?",NA,NA,0.934259259259259,"2.4520522984676063",1810.90231195558,1819.76795207732,8.86564012174495
2,49,"Polygraph","15","Direct","TRUTH","Which polytechnic or junior college are you from?",NA,NA,0.922222222222222,"1.76626465911977",1837.06634441041,1845.94889368257,8.88254927215166
2,50,"Polygraph","18","Indirect","TRUTH","Was the last country you visited Taiwan?",NA,NA,0.92962962962963,"6.902133910451084",1854.54820947605,1863.39715763065,8.84894815459847
2,51,"Polygraph","20","Direct","LIE","Which floor of the building is your house on?",NA,NA,0.0240740740740741,"18.383789812913164",1878.76212471002,1887.62817449588,8.86604978586547
2,52,"Polygraph","3","Direct","TRUTH","Who is your closest friend back in secondary school?",NA,NA,0.528703703703704,"7.7014658723492175",1912.64213194721,1921.49112629727,8.84899435006082
2,53,"Polygraph","13","Direct","LIE","What is your dream job growing up?",NA,NA,0.0722222222222222,"2.5659055535215884",1945.20584802725,1953.13841289026,7.93256486300379
2,54,"Polygraph","15","Direct","LIE","Which polytechnic or junior college are you from?",NA,NA,0.0722222222222222,"2.0359959041234106",1972.68622906297,1981.48510741093,8.79887834796682
2,55,"Polygraph","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",NA,NA,0.0722222222222222,"1.633375978562981",1994.43417978007,2000.66713525145,6.23295547137968
2,56,"Polygraph","10","Indirect","LIE","Do you hate eating Ramen the most?",NA,NA,0.0722222222222222,"1.9159008054994047",2017.09829115216,2022.54807698494,5.44978583278134
2,57,"Polygraph","29","Direct","LIE","What brand of handphone do you use?",NA,NA,0.0722222222222222,"1.6332306552212685",2030.7136848981,2039.56296732835,8.84928243025206
2,58,"Polygraph","2","Indirect","TRUTH","Are you from Edgefield Secondary School?",NA,NA,0.938888888888889,"3.153189669828862",2048.1621814277,2057.01106381789,8.84888239018619
2,59,"Polygraph","27","Indirect","TRUTH","Do you not drink alcohol at all?",NA,NA,0.963888888888889,"5.602137888316065",2073.30973460712,2082.17525506974,8.86552046262659
2,60,"Polygraph","5","Direct","TRUTH","What is your favourite country you visited? ",NA,NA,0.984259259259259,"1.4818236820865422",2105.93962539337,2113.67241116031,7.73278576694429
2,61,"Polygraph","13","Indirect","TRUTH","Is your dream job a Teacher when you were growing up?",NA,NA,0.986111111111111,"1.8649426982738078",2124.70412532077,2132.6204287326,7.91630341182463
2,62,"Polygraph","23","Direct","TRUTH","What course are you studying?",NA,NA,0.987037037037037,"1.5149869050364941",2141.35254306137,2147.11896138452,5.76641832315363
2,63,"Polygraph","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",NA,NA,0.986111111111111,"3.883496600203216",2157.53437328781,2164.73397048889,7.19959720107727
2,64,"Polygraph","18","Indirect","LIE","Was the last country you visited Japan?",NA,NA,0.107407407407407,"2.0333781600929797",2178.81588470121,2187.21504541929,8.39916071807966
2,65,"Polygraph","5","Indirect","LIE","Is your favourite country Italy?",NA,NA,0.106481481481481,"1.8318250295706093",2197.74691933906,2204.81330384966,7.0663845106028
2,66,"Polygraph","2","Indirect","LIE","Are you from Serangoon Secondary School?",NA,NA,0.106481481481481,"1.7336464787367731",2215.69529685099,2224.5610024163,8.8657055653166
2,67,"Polygraph","1","Direct","LIE","Which primary school are you from?",NA,NA,0.106481481481481,"1.4150628708302975",2233.22710051504,2238.59337389981,5.3662733847741
2,68,"Polygraph","30","Direct","LIE","What brand of laptop do you mainly use?",NA,NA,0.106481481481481,"3.767821190180257",2262.85722131631,2271.68953781435,8.83231649803929
2,69,"Polygraph","7","Indirect","LIE","Is your favourite sport Tennis?",NA,NA,0.0203703703703704,"2.567433853633702",2282.83851407119,2289.10488234926,6.26636827806942
2,70,"Polygraph","27","Indirect","LIE","Do you drink alcohol socially?",NA,NA,0.0203703703703704,"1.6491773996967822",2302.00359009486,2309.61940184562,7.61581175075844
2,71,"Polygraph","28","Indirect","LIE","Is your religion Buddhism?",NA,NA,0.0203703703703704,"1.5486714306753129",2320.10149853025,2327.46768946899,7.36619093874469
2,72,"Polygraph","23","Indirect","LIE","Are you studying Chemistry and Biological Chemistry in NTU?",NA,NA,0.0203703703703704,"1.3335438864305615",2343.49919510796,2352.34821223491,8.84901712695137
2,73,"Polygraph","6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",NA,NA,0.95462962962963,"1.9817178174853325",2362.51442325604,2368.98032746185,6.46590420580469
2,74,"Polygraph","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",NA,NA,0.95462962962963,"1.4659000355750322",2376.56281687226,2381.02891388023,4.46609700797126
2,75,"Polygraph","29","Indirect","TRUTH","Do you use a Samsung phone?",NA,NA,0.948148148148148,"2.200459195766598",2393.19444127218,2401.89363618754,8.69919491535984
2,76,"Polygraph","30","Indirect","TRUTH","Do you use an Apple laptop?",NA,NA,0.869444444444444,"5.850241948850453",2414.02538730437,2419.40868949844,5.38330219406635
2,77,"Polygraph","16","Indirect","LIE","Do you have 2 siblings?",NA,NA,0.0453703703703704,"1.9840285538230091",2434.3233131913,2443.18909254111,8.86577934981324
2,78,"Polygraph","19","Direct","LIE","Which MRT station is closest to your house?",NA,NA,0.0425925925925926,"1.7824542503803968",2453.50513764331,2462.35427378793,8.8491361446213
2,79,"Polygraph","1","Indirect","TRUTH","Are you from Woodlands Primary School?",NA,NA,0.955555555555555,"2.100134480278939",2471.66962595796,2480.53551534284,8.86588938487694
2,80,"Polygraph","28","Direct","TRUTH","What religion do you practice?",NA,NA,0.950925925925926,"1.566685423022136",2489.08492012694,2497.93367162975,8.84875150281005
3,1,"Interrogation","20","Direct","LIE","Which floor of the building is your house on?",472.051484543364,476.550835240167,NA,"None",NA,NA,4.49935069680214
3,2,"Interrogation","6","Indirect","TRUTH","Were you in the Netball CCA during secondary school?",500.148770622909,504.34802649077,NA,"None",NA,NA,4.19925586786121
3,3,"Interrogation","29","Direct","TRUTH","What brand of handphone do you use?",519.013022313826,521.479903040919,NA,"None",NA,NA,2.46688072709367
